ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Duration
A-2010547,MapQuest,201.0,2,2018-07-16 06:50:13,2018-07-16 07:20:02,37.764271,-122.38986200000001,,,0.0,Accident on Tennessee St near Mariposa St.,598.0,Mariposa St,R,San Francisco,San Francisco,CA,94107-2568,US,US/Pacific,KOAK,2018-07-16 06:53:00,57.9,,87.0,30.01,10.0,West,3.5,,Overcast,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,06,29
A-2010614,MapQuest,201.0,3,2018-07-16 16:24:08,2018-07-16 16:53:53,37.784866,-122.392578,,,0.0,#4 lane blocked due to accident on I-80 Eastbound at Exits 2B 2C Harrison St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-07-16 16:53:00,66.9,,68.0,29.96,10.0,WNW,17.3,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,29
A-2012740,MapQuest,203.0,3,2018-07-17 06:45:19,2018-07-17 07:14:41,37.71032,-122.45675700000001,,,0.9399999976160001,Entry ramp to I-280 Northbound from San Jose Ave lane blocked due to multi-vehicle accident.,3021.0,San Jose Ave,L,San Francisco,San Francisco,CA,94112-3932,US,US/Pacific,KSFO,2018-07-17 06:56:00,55.9,,87.0,30.01,9.0,SW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,06,29
A-2012741,MapQuest,201.0,2,2018-07-17 07:02:58,2018-07-17 07:32:48,37.72224,-122.443802,,,0.0,Accident on Oneida Ave near Delano Ave.,305.0,Oneida Ave,L,San Francisco,San Francisco,CA,94112-3230,US,US/Pacific,KSFO,2018-07-17 06:56:00,55.9,,87.0,30.01,9.0,SW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,29
A-2012776,MapQuest,241.0,2,2018-07-17 10:53:02,2018-07-17 11:22:47,37.710190000000004,-122.395508,,,0.0,#1 & #2 lane blocked due to accident on US-101 Southbound at Exit 429A Alanna Way.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-07-17 10:56:00,64.0,,73.0,30.01,10.0,NW,13.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,29
A-2012787,MapQuest-Bing,241.0,2,2018-07-17 11:47:35,2018-07-17 12:17:20,37.761818,-122.40586100000002,,,0.0,#2 lane blocked due to accident on US-101 Northbound at Exit 433A Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-07-17 11:53:00,64.9,,75.0,30.02,10.0,NW,11.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,29
A-2014980,MapQuest,201.0,2,2018-07-17 23:18:33,2018-07-17 23:48:07,37.723717,-122.40111499999999,,,0.0,Accident on US-101 Northbound at Exit 430A San Bruno Ave.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-07-17 22:56:00,55.9,,93.0,29.97,10.0,WNW,15.0,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,23,29
A-2014985,MapQuest,201.0,2,2018-07-18 01:23:42,2018-07-18 01:52:37,37.756747999999995,-122.40381599999999,,,0.0,#1 lane blocked due to accident on Vermont St at Footbridge.,950.0,Vermont St,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-07-18 00:56:00,55.9,,90.0,29.98,10.0,WNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,01,28
A-2014987,MapQuest,201.0,2,2018-07-18 02:26:08,2018-07-18 02:55:09,37.731472,-122.40486100000001,,,0.25999999046300004,Exit ramp from US-101 Southbound at Exits 430A 430B 431 to Silver Ave lane blocked due to accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-07-18 01:56:00,55.9,,90.0,29.98,10.0,WNW,9.2,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,02,29
A-2015007,MapQuest,201.0,3,2018-07-18 07:52:53,2018-07-18 08:21:56,37.733513,-122.412117,,,0.0,Accident on I-280 Southbound before US-101.,,I-280 S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-07-18 07:56:00,59.0,,83.0,29.99,10.0,NW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,29
A-2015032,MapQuest,201.0,2,2018-07-18 09:44:30,2018-07-18 10:16:00,37.752502,-122.40300800000001,,,0.0,Right hand shoulder blocked due to accident on US-101 Southbound near Exit 432 Bay Shore Blvd.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-07-18 09:53:00,61.0,,83.0,30.02,10.0,WSW,5.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,09,31
A-2015051,MapQuest,201.0,2,2018-07-18 14:52:35,2018-07-18 15:22:14,37.740299,-122.40786000000001,,,0.0,Slow lane blocked due to accident on US-101 Northbound at Exits 430A 430B 431 I-280.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-07-18 14:56:00,70.0,,61.0,29.95,10.0,NW,20.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,29
A-2015052,MapQuest,201.0,2,2018-07-18 14:56:31,2018-07-18 15:26:16,37.761818,-122.40586100000002,,,0.0,Left lane blocked due to accident on US-101 Northbound at Exit 433A Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-07-18 14:53:00,70.0,,65.0,29.96,10.0,WNW,18.4,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,29
A-2017457,MapQuest,201.0,3,2018-07-19 09:05:00,2018-07-19 09:34:14,37.781715000000005,-122.39724,,,0.0,Gore point obstructed due to accident on I-80 Westbound at 5th St.,107.0,Perry St,R,San Francisco,San Francisco,CA,94107-4217,US,US/Pacific,KOAK,2018-07-19 08:53:00,61.0,,83.0,29.98,10.0,WNW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,09,29
A-2019884,MapQuest,201.0,3,2018-07-19 22:15:11,2018-07-19 22:44:52,37.778090999999996,-122.401176,,,0.0,Accident on I-80 Eastbound at Exits 2 2A Harrison St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-07-19 21:53:00,60.1,,86.0,29.89,10.0,NNW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,22,29
A-2019890,MapQuest,201.0,3,2018-07-19 23:56:07,2018-07-20 00:55:21,37.726310999999995,-122.44603000000001,,,0.0,#1 lane blocked due to accident on I-280 Southbound at Exit 51 Ocean Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-07-19 23:56:00,59.0,,83.0,29.89,10.0,WNW,6.9,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23,59
A-2019893,MapQuest,245.0,3,2018-07-20 02:28:26,2018-07-20 02:58:07,37.778090999999996,-122.401176,,,0.0,Two lanes blocked due to accident on I-80 Eastbound before 4th St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-07-20 02:53:00,57.0,,93.0,29.88,10.0,NNW,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,02,29
A-2019912,MapQuest,201.0,3,2018-07-20 07:11:08,2018-07-20 07:40:39,37.784985,-122.39275400000001,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound before Harrison St.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2018-07-20 06:53:00,57.9,,97.0,29.91,4.0,NNW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,29
A-2019962,MapQuest,201.0,3,2018-07-20 14:29:08,2018-07-20 14:58:50,37.774509,-122.39616399999998,,,0.0,#1 lane blocked due to accident on I-280 Northbound at Exit 57 King St.,597.0,King St,R,San Francisco,San Francisco,CA,94158-1606,US,US/Pacific,KOAK,2018-07-20 14:53:00,73.0,,64.0,29.91,10.0,WNW,16.1,,Scattered Clouds,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day,14,29
A-2020905,MapQuest-Bing,201.0,3,2018-07-21 07:37:42,2018-07-21 08:07:06,37.785542,-122.39138,,,0.0,Accident on I-80 Westbound at Exits 2B 2C Harrison St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2018-07-21 07:53:00,62.1,,90.0,29.99,10.0,NNW,6.9,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,29
A-2023674,MapQuest,201.0,3,2018-07-23 05:11:27,2018-07-23 05:41:02,37.736098999999996,-122.407211,,,0.0,Right hand shoulder blocked due to accident on US-101 Northbound after San Bruno Ave.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-07-23 04:56:00,55.9,,93.0,30.07,10.0,West,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,05,29
A-2023747,MapQuest,201.0,2,2018-07-23 12:55:58,2018-07-23 13:25:43,37.743958,-122.405594,,,0.0,Slow lane blocked due to accident on US-101 Northbound at Exit 432 Bay Shore Blvd.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-07-23 12:56:00,69.1,,61.0,30.06,10.0,WNW,17.3,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,29
A-2023769,MapQuest,241.0,2,2018-07-23 16:04:00,2018-07-23 16:33:39,37.729988,-122.40373999999998,,,0.0,Lane blocked due to accident on US-101 Northbound at Alemany Blvd.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-07-23 15:56:00,66.9,,66.0,30.03,10.0,WNW,20.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,29
A-2023793,MapQuest-Bing,246.0,2,2018-07-23 18:55:56,2018-07-23 19:25:41,37.743958,-122.405594,,,0.0,Three lanes blocked due to accident on US-101 Northbound at Exit 432 Bay Shore Blvd.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-07-23 18:56:00,64.0,,67.0,30.02,10.0,WNW,23.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,29
A-2026134,MapQuest,241.0,2,2018-07-24 18:22:35,2018-07-24 18:52:17,37.761818,-122.40586100000002,,,0.0,#1 lane blocked due to accident on US-101 Northbound at Exit 433A Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-07-24 17:53:00,66.0,,73.0,30.03,10.0,West,15.0,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,29
A-2028437,MapQuest,201.0,3,2018-07-25 07:47:18,2018-07-25 08:16:53,37.767666,-122.395859,,,0.0,Accident on I-280 Northbound before Exit 57 6th St.,,John F Foran Fwy N,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2018-07-25 07:53:00,59.0,,90.0,30.1,6.0,Variable,3.5,,Overcast,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,07,29
A-2028463,MapQuest-Bing,201.0,3,2018-07-25 09:49:37,2018-07-25 10:19:01,37.737488,-122.402245,,,0.0,Left hand shoulder blocked due to accident on I-280 Southbound before US-101 .,,I-280 S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2018-07-25 09:56:00,61.0,,78.0,30.09,10.0,WNW,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,09,29
A-2028474,MapQuest-Bing,241.0,2,2018-07-25 11:36:01,2018-07-25 12:05:26,37.768543,-122.40626499999999,,,0.0,#1 lane blocked due to accident on US-101 Northbound near Exit 433 I-80.,2144.0,Alameda St,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-07-25 11:56:00,66.9,,66.0,30.08,10.0,WNW,19.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,29
A-2028484,MapQuest,201.0,3,2018-07-25 13:41:51,2018-07-25 14:11:37,37.772949,-122.40656299999999,,,0.0,Slow lane blocked due to accident on I-80 Eastbound at Exits 1 1C Harrison St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-07-25 13:56:00,66.9,,63.0,30.06,10.0,WNW,24.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,29
A-2030694,MapQuest,201.0,2,2018-07-26 12:41:28,2018-07-26 13:11:14,37.806782,-122.475296,,,0.0,#4 lane blocked due to accident on US-101 Golden Gate Brg Southbound at Exit 439 Transit Transfer Facility.,,CA-1 S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2018-07-26 12:56:00,64.0,,67.0,30.01,10.0,WNW,24.2,,Partly Cloudy,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day,12,29
A-2030704,MapQuest,201.0,2,2018-07-26 14:45:12,2018-07-26 15:14:48,37.768227,-122.40585300000001,,,0.0,Left lane blocked due to accident on US-101 Northbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,,San Bruno Ave,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-07-26 14:56:00,64.0,,67.0,29.99,10.0,WNW,24.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,29
A-2030716,MapQuest,201.0,2,2018-07-26 16:11:10,2018-07-26 16:41:10,37.798491999999996,-122.477402,,,0.0,Accident on Washington Blvd Westbound at Central Magazine Rd.,1344.0,Washington Blvd,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2018-07-26 15:56:00,64.0,,67.0,29.98,10.0,WNW,25.3,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,30
A-2030749,MapQuest,201.0,2,2018-07-26 21:12:55,2018-07-26 21:57:23,37.769591999999996,-122.41688500000001,,,0.0,Slow lane blocked due to accident on US-101 Southbound after Van Ness Ave.,,13th St,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-07-26 20:56:00,57.9,,87.0,29.98,10.0,WNW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,21,44
A-2032984,MapQuest,201.0,3,2018-07-26 23:18:56,2018-07-26 23:48:26,37.778090999999996,-122.401176,,,0.0,Accident on I-80 Eastbound at Exits 2 2A Harrison St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-07-26 22:53:00,57.9,,90.0,30.0,10.0,West,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23,29
A-2032992,MapQuest,201.0,3,2018-07-27 02:36:28,2018-07-27 03:06:01,37.714134,-122.451393,,,0.0,Right shoulder and #1 lane blocked due to accident on I-280 Southbound before Exit 50 Alemany Blvd.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-07-27 02:56:00,55.0,,93.0,29.96,10.0,WNW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,02,29
A-2033011,MapQuest,201.0,2,2018-07-27 07:23:25,2018-07-27 07:53:04,37.757084000000006,-122.40376299999998,,,0.0,Accident on US-101 Southbound after Exit 433A Vermont St.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-07-27 07:25:00,55.0,,89.0,29.98,10.0,WNW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,29
A-2033079,MapQuest,201.0,3,2018-07-27 15:51:10,2018-07-27 16:20:52,37.750099,-122.39225,,,0.0,Right lane blocked due to accident on I-280 Southbound at Exit 55 Pennsylvania Ave.,,Cesar Chavez,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-07-27 15:53:00,64.0,,73.0,29.97,10.0,West,18.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,15,29
A-2033890,MapQuest,241.0,2,2018-07-28 02:09:44,2018-07-28 02:39:17,37.765285,-122.40490700000001,,,0.0,#1 lane blocked due to accident on US-101 Northbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,,San Francisco-Oakland Bay Bridge,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-07-28 01:56:00,55.9,,87.0,29.95,10.0,NW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,02,29
A-2033891,MapQuest,201.0,3,2018-07-28 02:14:22,2018-07-28 02:43:53,37.779410999999996,-122.39901699999999,,,0.72000002861,Exit ramp from I-80 Eastbound at Exits 2 2A to Fourth Street lane blocked due to accident.,600.0,Bryant St,R,San Francisco,San Francisco,CA,94107-1613,US,US/Pacific,KOAK,2018-07-28 01:53:00,55.9,,93.0,29.96,10.0,NW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,02,29
A-2033899,MapQuest,201.0,3,2018-07-28 06:44:56,2018-07-28 07:29:34,37.784985,-122.39275400000001,,,0.0,Right lane blocked due to accident on I-80 Westbound at Exits 2B 2C Harrison St.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2018-07-28 06:53:00,55.0,,93.0,29.96,10.0,NW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,06,44
A-2033917,MapQuest,245.0,2,2018-07-28 11:15:25,2018-07-28 12:00:10,37.740299,-122.40786000000001,,,0.0,Two lanes blocked due to accident on US-101 Northbound at Exits 430A 430B 431 I-280.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-07-28 10:56:00,61.0,,72.0,29.97,10.0,WNW,17.3,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,44
A-2033930,MapQuest,241.0,3,2018-07-28 13:29:30,2018-07-28 13:59:09,37.732208,-122.41451299999999,,,0.0,1 right lane blocked due to accident on I-280 Southbound at Exit 53 Alemany Blvd.,,Alemany Blvd,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-07-28 13:56:00,64.0,,65.0,29.95,10.0,WNW,21.9,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,29
A-2036646,MapQuest,201.0,3,2018-07-29 22:03:19,2018-07-29 22:33:01,37.785542,-122.39138,,,0.0,Accident on I-80 Eastbound at Exits 2B 2C Harrison St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2018-07-29 21:53:00,57.0,,93.0,30.02,10.0,West,12.7,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day,22,29
A-2036653,MapQuest,201.0,3,2018-07-30 00:55:16,2018-07-30 01:39:45,37.710827,-122.456375,,,0.0,Right hand shoulder blocked due to accident on I-280 Southbound around Exit 50 Alemany Blvd.,,San Jose Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-07-30 00:56:00,55.0,,89.0,30.0,10.0,WNW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,00,44
A-2036721,MapQuest,201.0,2,2018-07-30 14:04:38,2018-07-30 14:34:28,37.768227,-122.40585300000001,,,0.0,Right hand shoulder blocked due to accident on US-101 Northbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,,San Bruno Ave,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-07-30 13:56:00,63.0,,67.0,29.98,10.0,WNW,20.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,29
A-2039008,MapQuest,201.0,2,2018-05-31 03:40:05,2018-05-31 04:24:40,37.761814,-122.40586100000002,,,0.40000000596,Exit ramp from US-101 Northbound at Exit 433A to Vermont St shoulder blocked due to accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-05-31 03:53:00,53.1,,83.0,29.88,10.0,West,23.0,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,03,44
A-2039104,MapQuest,201.0,3,2018-05-31 17:41:40,2018-05-31 18:26:01,37.798252000000005,-122.37773100000001,,,0.0,#1 - #2 lane blocked due to accident on I-80 Eastbound on San Francisco – Oakland Bay Bridge.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94111,US,US/Pacific,KOAK,2018-05-31 17:53:00,60.1,,64.0,29.99,10.0,West,21.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,44
A-2041538,MapQuest,241.0,2,2018-06-01 00:00:53,2018-06-01 00:45:26,37.748512,-122.404091,,,0.0,Lane blocked due to accident on US-101 Southbound at Exit 432 Bay Shore Blvd.,34.0,Bay Shore Blvd,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-06-01 00:56:00,54.0,,72.0,30.04,10.0,West,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,00,44
A-2041606,MapQuest,201.0,2,2018-06-01 12:29:49,2018-06-01 13:29:37,37.746971,-122.404579,,,0.0,Accident on US-101 Southbound at Exit 432 Bay Shore Blvd.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2018-06-01 12:56:00,70.0,,57.0,30.08,10.0,NNE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,59
A-2041622,MapQuest,201.0,2,2018-06-01 16:21:14,2018-06-01 17:05:25,37.769238,-122.40995,,,0.0,#3 lane blocked due to accident on US-101 Eastbound after I-80.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-06-01 15:56:00,68.0,,45.0,30.06,10.0,West,26.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,44
A-2041623,MapQuest,201.0,3,2018-06-01 16:23:08,2018-06-01 17:07:47,37.732243,-122.432076,,,0.0,#3 lane blocked due to accident on I-280 Southbound before Exit 52 Bosworth St.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-06-01 15:56:00,68.0,,45.0,30.06,10.0,West,26.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,44
A-2041637,MapQuest,201.0,3,2018-06-01 17:45:29,2018-06-01 18:30:14,37.732243,-122.432076,,,0.0,Right hand shoulder blocked due to accident on I-280 Southbound before Exit 52 Bosworth St.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-06-01 17:56:00,66.0,,47.0,30.04,10.0,West,24.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,44
A-2042512,MapQuest,201.0,2,2018-06-02 00:30:05,2018-06-02 00:59:39,37.807072,-122.47561599999999,,,0.0,Dlow lane blocked due to accident on US-101 Golden Gate Brg Southbound at Exit 439 Transit Transfer Facility.,,Golden Gate Brg S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2018-06-02 00:56:00,57.0,,64.0,30.01,10.0,WNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,00,29
A-2042530,MapQuest,241.0,3,2018-06-02 06:52:16,2018-06-02 07:20:47,37.780066999999995,-122.398605,,,0.0,#5 lane blocked due to accident on I-80 Eastbound at 4th St.,,4th St,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-06-02 06:53:00,57.9,,72.0,30.01,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,06,28
A-2043238,MapQuest,201.0,2,2018-06-02 23:13:21,2018-06-02 23:43:08,37.761818,-122.40586100000002,,,0.0,Accident on US-101 Northbound at Exit 433A Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-06-02 22:53:00,57.9,,81.0,29.92,10.0,WNW,11.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23,29
A-2043264,MapQuest,241.0,3,2018-06-03 09:54:46,2018-06-03 10:24:09,37.731361,-122.42386599999999,,,0.0,#1 lane blocked due to accident on I-280 Northbound at Exit 53 Alemany Blvd.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-06-03 09:56:00,69.1,,57.0,29.9,10.0,North,6.9,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,09,29
A-2043274,MapQuest,201.0,3,2018-06-03 12:33:25,2018-06-03 13:03:08,37.762238,-122.392509,,,0.0,Accident on I-280 Southbound at Exit 56 Pennsylvania Ave.,,I-280 N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-06-03 12:53:00,73.0,,51.0,29.9,10.0,WNW,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,29
A-2043294,MapQuest,201.0,3,2018-06-03 22:21:05,2018-06-03 22:50:55,37.725777,-122.446198,,,0.0,Accident on I-280 Northbound at Exit 51 Ocean Ave.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-06-03 21:56:00,59.0,,67.0,29.91,10.0,WNW,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22,29
A-2047860,MapQuest,201.0,3,2018-06-05 07:27:59,2018-06-05 08:12:42,37.778090999999996,-122.401176,,,0.0,Right hand shoulder blocked due to accident on I-80 Eastbound near Exits 2 2A Harrison St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-06-05 07:53:00,55.0,,77.0,29.93,8.0,WSW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,44
